Gene.symbol	Gene.ID	adj.P.Val	logFC
CHST2	9435	0.82293185123839	-0.143003354388889
		0.823054858799754	0.136269797277778
PSMD2	5708	0.823143764262393	-0.112796485833332
		0.823148494367925	0.147619433666666
ADGRG7	84873	0.823148494367925	0.0555347083333335
		0.823148494367925	-0.121629236333335
EFCAB3	146779	0.823148494367925	0.0570578044999999
		0.823148494367925	-0.077775393
		0.823148494367925	0.0432348779444447
IAPP	3375	0.823164611549123	0.0471141073333325
TRIM72	493829	0.823233334751104	0.0923834667222216
KLKB1	3818	0.823239725470342	0.0498456536666683
AIDA	64853	0.823371122676754	-0.11802744161111
		0.823383031929222	0.0908180013333331
CCDC158	339965	0.823405285777585	0.033261986166667
		0.823422329176548	0.0770460695000006
		0.823536135066048	0.139860995166666
NDUFS5///SNORA70///RPL10///DNASE1L1	4725///26778///6134///1774	0.823726194852576	0.117334932499999
		0.823726194852576	0.0722564400000039
SNORD115-44	100033818	0.823726194852576	0.0375140595000003
OR9G9///OR9G1	504191///390174	0.823726194852576	-0.061418363833333
		0.823726194852576	-0.0597359621666667
AKR1C6P	389932	0.823726194852576	0.0832234848888898
		0.823726194852576	0.052605421
		0.823726194852576	-0.0537758721666672
PNPLA3	80339	0.823726194852576	0.0709087468333318
		0.823726194852576	0.101002234166665
		0.823726194852576	-0.0891522547777774
CA14	23632	0.823726194852576	0.0597342829444454
MAPK8IP3	23162	0.823726194852576	0.0817692696666663
		0.823765955263932	-0.100323156611112
EMILIN1	11117	0.823806258804852	0.107803152666667
KRTAP27-1	643812	0.823887659290216	0.0704810055555565
TTC9B	148014	0.823887659290216	0.0976560258333334
WWTR1	25937	0.823887659290216	-0.0746723312777773
ECM2	1842	0.823943597645586	0.049802660777778
SNCB	6620	0.823943597645586	-0.082566248
		0.823963514042569	-0.0643077427777774
SNORD114-26	767606	0.823963514042569	0.158152344888889
		0.823963514042569	-0.167945132833334
		0.8239848179215	-0.0389201896111113
SGSM3	27352	0.8239848179215	0.0620400112777793
PPP2CA	5515	0.8239848179215	-0.0822098187777787
ZIM3	114026	0.8239848179215	-0.0538117128888893
RND2	8153	0.8239848179215	-0.0565622472222218
MAP6	4135	0.8239848179215	0.0734974349999993
ATG4B	23192	0.824024318968132	-0.104751090277774
B4GALNT4	338707	0.824070629573351	0.0777255057222206
OR4N3P	390539	0.824102171161809	0.0540031179444429
DUOXA2	405753	0.824110129962054	-0.078516195833334
PIK3R3	8503	0.824131184363913	-0.100280616277777
DEFB107B///DEFB107A	503614///245910	0.824140207069281	0.0381919267777775
CLLU1OS	574016	0.82418534863857	0.0602690788888878
RHCG	51458	0.824191228130161	0.0712421221111121
DPH7///DPH7	92715///92715	0.824191228130161	-0.0663872569444441
		0.824231667350474	0.0510820558333336
FZD4	8322	0.824231667350474	0.0708866149444454
ARID5A	10865	0.824231667350474	-0.129996888111112
		0.824381682935784	0.180445559611111
		0.824477934331695	0.0767107986666669
		0.824477934331695	0.0813902241111113
ENAH	55740	0.824477934331695	0.200556835166665
BAG5	9529	0.824477934331695	-0.0591654358888896
		0.824477934331695	-0.142615231888889
		0.824773130058412	-0.204740384944444
		0.824773130058412	-0.101605853555556
APPBP2	10513	0.824773130058412	0.104946471555555
ECH1	1891	0.824773130058412	0.0712001675000007
GTSF1L	149699	0.824928098403651	-0.0529686704444448
ASB15	142685	0.824933668733735	-0.0523280968333339
FZD8	8325	0.825033710522654	0.1161196325
FAM132A	388581	0.825139318339678	-0.0980461844444447
		0.825139318339678	0.197088195222222
SYNPR	132204	0.825139318339678	0.0648948902222219
KIF7	374654	0.825210387751217	0.0650840752222228
ZNF500	26048	0.825210387751217	-0.0641984163888898
PCDH15	65217	0.825230361493899	0.0385878408888889
		0.825230361493899	0.0329734860555555
TMEM74	157753	0.825230361493899	-0.0733689823333328
		0.825230361493899	-0.0640897605000013
ASB5	140458	0.8252494011508	-0.0424430747222226
		0.8252494011508	-0.0460956669444434
HPCA	3208	0.8252494011508	-0.0676720485555578
ZNF423	23090	0.8252494011508	-0.0721911895000003
		0.8252494011508	0.0744977103333317
		0.8252494011508	0.112158956166666
HPS5	11234	0.8252494011508	-0.0999825262777794
		0.825370894453218	-0.0633499678888878
CDSN	1041	0.825387399122174	0.0898376148333337
MCOLN2	255231	0.825387399122174	-0.167053202444445
RIIAD1	284485	0.825434566760984	-0.0529018829444441
VPS53	55275	0.82547188323502	0.061709189388889
		0.825485449912399	-0.245441155277779
USH1C	10083	0.825485449912399	0.055369323499999
		0.825485449912399	0.190683105944446
ERLEC1	27248	0.825490128688797	-0.10158099488889
		0.825532153327694	0.116344971777777
		0.825532153327694	-0.0552580631666673
		0.825534223314818	-0.0488599040555573
LINC00661	126536	0.825534223314818	-0.0673977636666656
UBE2D3	7323	0.825595819942629	-0.126306137555552
VCX3B///VCY1B///VCX3A///VCX2///VCX///VCY	425054///353513///51481///51480///26609///9084	0.825595819942629	0.0980677635555556
DLX1	1745	0.825595819942629	-0.0651158307777768
		0.825595819942629	0.061557194944446
CLDN20	49861	0.825645004523778	0.0435222586666666
		0.825645004523778	-0.037208548333334
LINC00029	100144596	0.825645004523778	-0.0543410517777785
		0.825645004523778	0.224232973166667
		0.825785051166856	0.0849576771666674
		0.825791888025417	-0.0842285366666666
VGLL4	9686	0.825793376265485	-0.0667797728888884
		0.82590936120833	0.117751053111111
ZNF705A	440077	0.82590936120833	-0.0508531658333338
		0.82590936120833	0.0415534340000012
		0.825935425540463	-0.0327565126666673
		0.825975410860433	-0.202171435611112
RAPGEF3	10411	0.826036034242328	0.0733415369444437
		0.826036034242328	0.229842881555555
CHST8	64377	0.82604525220744	-0.074282105
CHST4	10164	0.82605093359769	0.0456184291111108
		0.82606631659184	0.0548928349999969
PDZRN3	23024	0.826108374258286	-0.0700541208888885
MAGEB17	645864	0.826108374258286	-0.0877027497777778
NPY5R	4889	0.826108374258286	0.0423484553888889
		0.826108374258286	0.0365798564444439
		0.826108374258286	-0.195077405444445
		0.826108374258286	0.0830900095555545
LINC00529	83647	0.826108374258286	-0.0363372268333331
		0.826186184298798	0.203636809555556
		0.826196039405143	-0.0814986594444438
		0.826196039405143	-0.0967134054444436
		0.826196039405143	-0.110220501166667
NLRP5	126206	0.826196039405143	0.0594082990555558
JUN	3725	0.826237638678721	0.252363448000002
		0.826237638678721	-0.0798439141111116
GJA5	2702	0.826327569346339	-0.0586745547222218
PTGIS	5740	0.826327569346339	-0.0753059467777781
		0.826750973128564	0.0524122687777782
BFAR	51283	0.826750973128564	0.0568736716111102
FAM193A	8603	0.826750973128564	-0.0599488165555542
ETV3L	440695	0.826776423602535	-0.0938884443333343
GPR17	2840	0.826879739442052	-0.0723871257222219
HEPH	9843	0.826942323313294	-0.0669324938333329
PRR23A///PRR23B	729627///389151	0.826943563497762	0.0978587543888887
OR6B1	135946	0.827049926802808	-0.0694399159444452
FAM104A	84923	0.827049926802808	0.0755750051111121
OK/SW-CL.36	100131077	0.827049926802808	-0.0529295196111104
		0.827049926802808	0.0654619732777775
		0.827102841772904	-0.0902492043333343
C3orf22	152065	0.827142487490792	-0.0648668126666676
KPRP	448834	0.827329384117856	-0.0562821845555566
		0.827329384117856	0.132764558555557
		0.827329384117856	-0.148547267833333
SYT11	23208	0.827412746862004	-0.116742894555556
ATG9B	285973	0.827426692943004	-0.0544977006666683
		0.827426692943004	0.0394056402777774
PCK1	5105	0.827541365078815	-0.0546730315000006
CCDC85C	317762	0.827541365078815	0.0876345322222205
		0.827555483406063	-0.0740746368333314
LHCGR	3973	0.827555483406063	0.0543396319444449
		0.827555483406063	-0.0588015546111111
C14orf39	317761	0.827555483406063	-0.0341521989999998
ATP5H	10476	0.827555483406063	-0.07339828666667
CFAP47	286464	0.82770044726373	0.0599799821666664
LENG1	79165	0.827822285034824	-0.078358831000001
LOC400446	400446	0.827822285034824	-0.0641047669444452
MED16	10025	0.827934520764456	-0.0599356426666668
ZNF676	163223	0.827976560744559	0.0675976053888894
ADCY10	55811	0.828089132215752	0.0526102041666658
HIST1H2AA	221613	0.828260486887362	0.0658437462777788
ALG8	79053	0.828277609038299	-0.202118412388887
NTMT1	28989	0.828313474305486	0.085560277333335
THPO	7066	0.828313474305486	-0.0759273104444453
		0.828313474305486	0.0612783546666678
JADE2	23338	0.828351080900392	0.0720697197222213
MTMR4	9110	0.828363982397066	0.0747528160555495
		0.828482301493631	0.0599102837222221
		0.828482301493631	0.0769671600555553
		0.828482301493631	0.0365526498888884
		0.828482301493631	0.156758482444443
		0.828482301493631	-0.0614803325555555
OR4K15	81127	0.828482301493631	0.0877181663888882
GREM1	26585	0.828497077050812	0.100906040722224
FSD1	79187	0.828545783894971	-0.0739713841666658
TMEM216	51259	0.828589141048848	-0.133787007611111
		0.828606704480116	0.0309004733888889
		0.828640326393057	0.0516639302222219
TMEM107	84314	0.828744244951096	-0.0855476678888865
		0.828876665304245	-0.0911210519999996
		0.828983583488548	-0.0608901687222212
		0.82898954586941	0.0422240627777768
		0.829043520193714	0.0594011842777786
HSPB9	94086	0.829118421444179	0.0754768087222213
KLHL30	377007	0.829118421444179	0.0607381603333339
CSNK1D	1453	0.829118421444179	-0.0619162287222199
		0.829119597146932	0.0671252190555567
ATP13A1	57130	0.829119597146932	-0.0474528391666675
		0.82922554974107	0.0622622582777779
KRTAP5-7	440050	0.82922554974107	-0.0796176083888858
ABTB2	25841	0.82922554974107	0.0937694128888902
PSG2	5670	0.82922554974107	0.0493856641111106
		0.82922554974107	0.0732441786111107
KCNC4	3749	0.82922554974107	0.0940473474999992
		0.82922554974107	0.146710656888888
LINC00885	401109	0.82922554974107	0.0752418040555556
MRPS7	51081	0.82922554974107	-0.0565530363888893
ZNF557	79230	0.829343654908941	0.0974597207222239
SOX8	30812	0.829343654908941	-0.0853484163333338
PALB2	79728	0.829392855971303	-0.136812375999999
		0.829392855971303	-0.084427303888889
		0.829725713177982	0.156068384333332
		0.829734028185744	-0.152069898333333
LINC01356	100996702	0.829765183740922	-0.0859733431111112
		0.829765183740922	0.0862914379444435
		0.829833558192582	-0.129082298055553
		0.829833558192582	0.0560491375000001
ZNF653	115950	0.829833558192582	-0.0714106706666691
LRRC37A11P	342666	0.829876106274392	-0.0565688726666673
		0.829969513907907	-0.074234319444443
		0.829995602950795	0.101072876277777
PLCG2	5336	0.830049925558138	-0.0583649011111138
		0.830065434172575	-0.0452000485555555
CNTN5	53942	0.830082544222129	-0.0471622132777778
		0.830082544222129	-0.0899034294444414
		0.830094554890134	0.111201120222222
		0.830145105542547	0.0837412325000013
		0.83024937063221	0.056679608333333
TBC1D10B	26000	0.830286092936565	-0.100881649499999
		0.830286557279744	-0.0361363273888897
PREPL	9581	0.830297734170838	-0.109024387388886
		0.830309235188166	0.152514466
ATP5C1	509	0.830309235188166	0.0753328940000042
LAMB4	22798	0.830311500617173	-0.0512447069444444
MIR96	407053	0.830397683500941	-0.045522497055555
		0.830564023891213	0.0799488004999991
PSMA3	5684	0.830564023891213	-0.108750039833333
FBLIM1	54751	0.83071084372321	0.0763895673888886
		0.83071084372321	-0.0515164898333338
SEC22C	9117	0.83071084372321	-0.086259118500001
		0.83071084372321	-0.151876706833334
		0.83071084372321	0.0336924825555562
		0.83071084372321	0.0447461272222216
		0.830754684727105	0.0304129128888899
		0.830871914649424	-0.0899343948888891
MORC4	79710	0.830930550657433	0.0810089185000002
		0.830930550657433	-0.218497624388888
NDUFA7	4701	0.830984015375108	-0.0783508248888918
ZDHHC19	131540	0.830996661823822	0.0537124157777784
FCRL1	115350	0.830996661823822	0.105876296666666
		0.831094963173365	-0.0837078462222234
CER1	9350	0.831094963173365	-0.0633390037222239
		0.831126715544129	0.0597469701111102
		0.831126715544129	-0.0302185230555554
		0.831163004729602	-0.0370882776111117
USP19	10869	0.83118226180142	0.0492663397777768
		0.831187667623556	-0.056140002777779
OR4A16	81327	0.831216072846668	0.0532694948333328
NUP58	9818	0.831216072846668	-0.0753466491666623
MIR182	406958	0.831231227373939	0.0680718955000001
		0.831347866021743	0.048695739222222
LINC01138	388685	0.831425527218541	0.0921669071111131
		0.831437480041225	-0.0331151112222234
VWA5A	4013	0.831437480041225	-0.152855773555557
DEAF1	10522	0.83144468278014	0.0693246878888889
AFG3L1P	172	0.831565890266522	-0.0512524653888891
GSN-AS1	57000	0.831862815852901	0.0544217046111113
ATP5S	27109	0.831862815852901	0.0936627728333335
GPR150	285601	0.831862815852901	0.0872347651666683
FAM71B	153745	0.831862815852901	-0.0707085691666669
LARGE1	9215	0.831862815852901	-0.0517116925555561
		0.831945614047613	0.210214543666666
ZDHHC5	25921	0.832086927388602	0.0592075933333334
		0.832086927388602	-0.140864741666666
		0.832146094984886	-0.0555330160555569
KRT28	162605	0.832227732357388	0.0422644471111107
SCEL	8796	0.832227732357388	0.0391852795555558
OR2AG1	144125	0.832227732357388	0.0625678019444451
		0.832274516159788	0.0864962024444438
		0.832274516159788	-0.0493616699444446
SNORD115-42///SNORD115-30///SNORD115-10///SNORD115-7///SNORD115-6	100033816///100033804///100033447///100033444///100033443	0.832301133220886	0.0328383278888889
ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	102723552///729171///728747///441430///441425///440482///84210	0.832338601925243	0.103617293277779
		0.832338601925243	-0.0634595652222218
ATP8B5P	158381	0.83242914586938	-0.0416521525000002
		0.83242914586938	0.0401869728333328
LRRC24	441381	0.832512482997238	-0.0964602305
		0.832512482997238	0.0327808998333334
CNIH3	149111	0.832565761792088	-0.0763959564444439
CWH43	80157	0.832567543328726	0.0433402044444442
DGKH	160851	0.832567543328726	-0.173304287944444
RPL23AP32	56969	0.832567543328726	0.097291506944444
FAM163A	148753	0.832567543328726	-0.0611094886111103
		0.832687016484803	0.0477043823333339
		0.832742937483001	-0.0371363565
TUBB4A	10382	0.832807055053228	-0.0908332297777772
ADGB	79747	0.832898576034254	-0.0443842068888882
SCRT1	83482	0.832898576034254	0.0673403660555572
RNA28S5///RNA18S5///RNA5-8S5	100008589///100008588///100008587	0.832898576034254	-0.0437517472222186
		0.832898576034254	0.0304974539999998
SLC10A3	8273	0.833090858649339	-0.0688113936111137
STOML1	9399	0.833124898556596	-0.0621915804444466
KREMEN2	79412	0.833124898556596	-0.0984869866111113
		0.833124898556596	0.055254571111111
GDNF	2668	0.833233510451322	-0.0749912625000002
		0.833415271442727	0.173246193388888
ANKRD62	342850	0.833415271442727	-0.0445101917222224
GPR68	8111	0.833415271442727	-0.0614817773333352
NOB1	28987	0.833415271442727	0.122971297888889
SCML4	256380	0.833469880918856	0.0564366899444435
		0.833597773366391	0.0397821957777782
ISCA1	81689	0.833640794266411	-0.119746013777781
ADGRL2	23266	0.833640794266411	0.0651247934999999
IPO7	10527	0.833644866561901	0.094506778499996
		0.833644866561901	-0.107452796055556
		0.833644866561901	-0.042338434055555
EPWW6493	100129831	0.833644866561901	0.0831019421111119
FAM216B	144809	0.833644866561901	0.0471577417777773
MTMR12	54545	0.833644866561901	0.0935512677777774
		0.833644866561901	0.044155244777778
		0.833644866561901	0.0372259146111116
MC2R	4158	0.833644866561901	0.0470930578333331
ZC3H12A	80149	0.833644866561901	-0.178837527
		0.833644866561901	0.105793982333333
MIR516B1	574490	0.833644866561901	0.0386369130555564
		0.833644866561901	0.0701946816666652
		0.833749761966638	0.0397103155555563
		0.833777865251803	0.0313116150555555
TPSG1	25823	0.833777865251803	-0.0637262868333339
QARS	5859	0.833907311884385	-0.122958627000001
WFDC9	259240	0.833907311884385	-0.0386964319444445
		0.833907311884385	-0.133682500833333
INF2	64423	0.833907311884385	0.096734982555553
MRPS6///SLC5A3	64968///6526	0.833907311884385	-0.0965742065555553
		0.833907311884385	-0.132508695722221
RRAGA	10670	0.833907311884385	-0.0696915261666682
		0.833907311884385	0.190783610111112
DEFB114	245928	0.833907311884385	0.0452341267222223
		0.833907311884385	0.0658660969444433
GPKOW	27238	0.833907311884385	0.0588877747222227
FRAS1	80144	0.833907311884385	-0.042498032833334
		0.833907311884385	0.0452085855555557
TBC1D29	26083	0.834009394184136	-0.0753328306666656
MSI1	4440	0.834020124720087	0.0863212705
SCARA3	51435	0.834020124720087	0.177704396333333
BRINP2	57795	0.834020124720087	-0.0784274131666662
FOSB	2354	0.834021026126978	-0.269663885666668
RAB40AL	282808	0.834021026126978	-0.0764649017777792
FIBCD1	84929	0.834075374210076	-0.0505493573888893
		0.834165595009743	-0.202587581666667
DENND3	22898	0.834165595009743	-0.0997652976666643
ZNF280C	55609	0.834165595009743	0.20363711411111
		0.834165595009743	0.0966215329444449
CCDC70	83446	0.834165595009743	0.0688942093888896
		0.834165595009743	-0.0680066725000001
		0.834165595009743	-0.0348303094444438
		0.834331556248435	-0.197799395444444
SLC6A8	6535	0.834331556248435	-0.0928629777777772
ARMC3	219681	0.834331556248435	0.0412844886666668
YAE1D1	57002	0.834331556248435	0.055742854444444
SMCO1	255798	0.834331556248435	0.0503524362222212
TRMT2A	27037	0.834331556248435	-0.0556010251666663
		0.834331556248435	0.0504885672222208
EXTL1	2134	0.834419230366203	-0.0734084167777773
SNORA28	677811	0.834519697220427	0.163570341666667
		0.834556945084892	-0.112040554611111
		0.83493025654176	0.0671255851666657
		0.834935644468989	-0.102471193833334
UBE2S	27338	0.835133527682764	0.177436581666666
PRTG	283659	0.835269273474231	0.0598475504444456
		0.835323794405039	-0.0890787272222244
NLGN3	54413	0.835323794405039	0.0901311254444463
		0.835323794405039	-0.0831059213888889
LPA	4018	0.835323794405039	-0.0750593552777783
		0.835455374361207	-0.0769341092777767
NCR2	9436	0.835455374361207	0.116609003055554
DUS1L	64118	0.835492066521766	0.0673653018333331
		0.835544977551949	0.0824774517777791
DLX2	1746	0.835544977551949	0.0596864338888885
		0.835544977551949	-0.115567956166669
		0.835544977551949	-0.0757501843333355
		0.835544977551949	0.105027073500001
		0.835544977551949	-0.0489766370555551
PALMD	54873	0.835544977551949	0.0425334491111107
		0.835544977551949	-0.0352943741666669
		0.835544977551949	0.0917857553333334
DNAAF2	55172	0.835544977551949	-0.14558848661111
MUCL1	118430	0.835544977551949	-0.0648041327777777
		0.835544977551949	-0.0539175282222222
		0.835544977551949	0.114408536333334
TCP10L	140290	0.835544977551949	0.0669795261111092
TEN1-CDK3///TEN1	100529145///100134934	0.835578668330331	-0.0618412591666653
FAM47B	170062	0.835686281377872	0.0904062304999989
		0.835757300656819	0.1487481675
MIR128-2	406916	0.83579724199599	-0.0656927036666679
		0.835843596050386	0.072303144777778
HINT3	135114	0.836302075492866	-0.106534496888889
		0.836436993159028	-0.135012304277781
		0.836436993159028	-0.14907406038889
PRADC1	84279	0.836438277301105	-0.0970363698888885
		0.836438277301105	0.0581503255555536
DEFB126	81623	0.836438277301105	-0.0517704778888888
		0.836438277301105	0.0546464201666668
		0.836438277301105	0.120898016277778
		0.836484825308794	-0.0345365003888896
TBX18	9096	0.836549316525124	-0.0615381118333325
		0.836549316525124	0.0374862486666663
		0.836549316525124	0.0778539094444444
LOC646743///TISP43	646743///150527	0.836590229106952	0.0889602550000004
ORM1	5004	0.83659321384565	-0.068448721444446
MIR184	406960	0.83659321384565	0.058984450555557
MTHFD2	10797	0.836791106311322	0.0901289278888893
RBM33	155435	0.836838336206521	0.084323798944447
OR51B5	282763	0.836897360037639	-0.0558922777777782
CCND1	595	0.836897360037639	0.10329679811111
CNTNAP3B///CNTNAP3P2///CNTNAP3	728577///643827///79937	0.836903000770255	0.066433622555556
		0.836903000770255	0.0590739405555558
ERC2-IT1	711	0.836903000770255	0.0483086896666665
		0.836903000770255	0.108618208722222
		0.836970505236696	0.191594735555553
		0.836970505236696	0.1797591365
		0.836970505236696	0.108444897166667
		0.836970505236696	0.20116724227778
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	102724238///100126582///654466///403323///387628///2252	0.836970505236696	0.0692103847777781
SLC22A10	387775	0.836980929634342	0.124851284166666
LOC440896	440896	0.837004965688095	-0.0612912083333326
CD70	970	0.83701042381166	0.097339284166666
		0.83701042381166	0.0663693901111104
		0.83701042381166	-0.0501562218333333
		0.83701042381166	-0.198105054111113
RBMS3	27303	0.83701042381166	0.0925128039999996
		0.837069078528808	0.0485529157222229
RIMS1	22999	0.837069078528808	-0.0435510995555553
TSNARE1	203062	0.837069078528808	0.0508540083333342
PDE10A	10846	0.837171960066507	0.0436632387777771
		0.837325366379364	0.0325439356666664
		0.837506782173252	-0.0389727272222227
		0.837506782173252	-0.197712015055557
		0.837506782173252	0.0332425582777791
CILP2	148113	0.837662187844987	0.0745910041111113
DHRS4L1///DHRS4L2///DHRS4	728635///317749///10901	0.837662187844987	-0.157232701277779
		0.837662187844987	0.0424917822777786
CASZ1	54897	0.837662187844987	0.0645177870555571
SMAD2	4087	0.837662187844987	0.0630956442222192
		0.837662187844987	-0.0398460783333334
CRYBA1	1411	0.837662187844987	0.0775799125555561
		0.837662187844987	0.101970538555557
MOGS	7841	0.837680592305101	-0.063693763111111
LOC642696	642696	0.837741158262849	-0.0577948584444443
CAMKK1	84254	0.83794355822814	-0.0786351656111108
GJB4	127534	0.837969782553613	-0.0564540886666656
ZNF780B	163131	0.837985028479825	0.135067773111111
		0.838012857606789	0.099702691500001
UTY	7404	0.838016174671568	-0.477352518944446
PRG3	10394	0.838016174671568	-0.0895618804444442
		0.838016174671568	0.0643020556111109
		0.838016174671568	-0.107441607444445
C1RL	51279	0.838036913540061	0.0740788412222209
		0.838043369886812	-0.0567811124444444
C2orf50	130813	0.838043369886812	-0.0508599054999985
		0.838071952659934	-0.0320942867222227
		0.838166485281435	0.0563787497777799
		0.838168397918989	-0.109246809388887
NTHL1	4913	0.838186741588871	0.0578167554444464
VWC2	375567	0.83820175847909	0.112011112388888
		0.838288483790208	0.032789095944445
HR	55806	0.838375423134014	-0.0717003060000003
ANKRD19P	138649	0.838453296413361	-0.0619597981111104
ANKS1B	56899	0.838454581190278	-0.0450805347222221
		0.838507155479084	0.14375361538889
GUCD1	83606	0.83857316779226	0.0637501462777772
		0.838577869787656	-0.0678639504444423
		0.838838516219487	0.0303083827222226
KCNC2	3747	0.838838516219487	-0.0546644347777772
		0.838838516219487	0.0614794062777779
ZNF654	55279	0.838838516219487	0.122039155444444
OR5P1P	79283	0.838838516219487	0.0427867560555559
		0.838838516219487	0.0588207513888896
SPINK6	404203	0.838838516219487	-0.0420723213888894
RABL3	285282	0.838987185038949	0.131923616222224
		0.838987185038949	0.0828542213888888
IFNA8	3445	0.839052335043559	-0.0496707387777788
		0.839079313112015	-0.0738851610555562
		0.839185404306658	0.123353559333334
		0.839185404306658	-0.0518537248888884
		0.839209717851196	0.0610499866111107
GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2	730394///728340///653238///2966	0.839238331280187	0.110228656833333
FBXL3	26224	0.839303961683841	0.093315266055555
CFAP43	80217	0.839443754924289	0.0523247496111101
		0.839528941986407	0.0745650122777768
MED4	29079	0.839675786867947	-0.101285205555554
		0.839741232333299	-0.134402800055556
		0.839793244668748	-0.0606127969444437
		0.839801163737404	0.170064721777778
TEX101	83639	0.839842548184166	-0.0518597007222228
ZNF440	126070	0.839842548184166	0.107257525277777
		0.839870941476029	-0.152872797944446
		0.839870941476029	0.0673673445555565
ZNF837	116412	0.840022562174488	-0.0758178657222226
GLUD2	2747	0.840022562174488	0.0970347798888875
		0.840040743730739	-0.054292507111112
DDX3Y	8653	0.840040743730739	-0.573271964722221
CYP4F11	57834	0.840040743730739	0.0772254013333344
USP26	83844	0.840040743730739	-0.0292996693333327
PPIC	5480	0.840040743730739	0.102850425722222
		0.840183929985895	0.128627149944444
DAZ4///DAZ2///DAZ3///DAZ1	57135///57055///57054///1617	0.840183929985895	0.0610031233333341
IL31	386653	0.840184704801595	0.0510665294444439
GLUL	2752	0.84020187487944	0.148008990944444
		0.84022117042498	0.0886905124444457
RAD21L1///SNPH	642636///9751	0.840323912915733	-0.0590156882777788
APOO	79135	0.840407168200575	0.211889573055556
		0.840417698233148	0.145183541277776
BPGM	669	0.840417698233148	-0.127163844277779
ARHGAP35	2909	0.840417698233148	0.0688335532222251
		0.84045845359469	0.0882251324444416
C14orf132	56967	0.84045845359469	0.0684253581666674
		0.84045845359469	0.0720873297222218
AAMDC	28971	0.84045845359469	0.0764609765555555
UCN	7349	0.84048946802736	-0.0779294216666662
		0.84048946802736	-0.0492522305555547
		0.840491694865007	-0.102527384055556
DUSP11	8446	0.840491694865007	-0.0899985381666664
AP5Z1///AP5Z1	9907///9907	0.840491694865007	-0.0729852932222235
MRAP2	112609	0.840501785702979	-0.0513096535555562
		0.840592450120534	0.0978822270000004
		0.840679399316574	-0.0563778905555559
SNORD115-27	100036564	0.840679399316574	-0.034702593888889
ARHGAP5-AS1	84837	0.840679399316574	0.0663256294999988
		0.840679399316574	0.119631181999997
		0.840744518082284	-0.0739531686666668
ZRSR1///SRP19	7310///6728	0.840744518082284	-0.0783869788888891
RBMS1	5937	0.840744518082284	-0.0935756943888917
LOC339803	339803	0.840744518082284	-0.176035015111112
ZNF552	79818	0.840744518082284	-0.0996550251666672
RFT1	91869	0.840744518082284	0.0702542679444456
ABCA8	10351	0.840757027680439	-0.0389486774999996
		0.840815849582024	0.060561651944445
		0.840815849582024	-0.036118351166667
PRSS27	83886	0.840824298766593	-0.0916721347222236
ERICH3	127254	0.840824298766593	0.0438085392777769
SHROOM3	57619	0.840824298766593	-0.0515788883888875
		0.840827897232923	-0.0547742458888889
		0.840902174120448	0.161165617833331
CLCNKA	1187	0.840902174120448	-0.0778352459999994
SGF29	112869	0.841011726252019	-0.0836281317777772
CDK8///ADRA1B	1024///147	0.841099714964792	-0.0874562352777772
TMPRSS7	344805	0.841113076516778	-0.0440982507777772
		0.841113076516778	0.0496226116111114
GOLGA2P9	440518	0.841167001582149	-0.103768025388891
		0.841193432516569	0.202355707777779
		0.841195832129535	0.117901718
		0.841277770774858	-0.0560256906666665
NEMF	9147	0.841304318785248	0.0743250243333327
HSPE1	3336	0.841304318785248	0.123580710055553
LGMN	5641	0.841304318785248	-0.273456413888889
		0.841304318785248	0.0807663691111116
RABL6	55684	0.841304318785248	-0.0577581292777776
		0.841304318785248	-0.0589148537222224
CEP104	9731	0.841304318785248	-0.0549406661111114
KDR	3791	0.841304318785248	-0.0541768763333339
PRR3	80742	0.841304318785248	0.0646342408333309
		0.841327815496415	0.0278464702222219
VMO1	284013	0.841406712265654	-0.0694019496111133
		0.841463016641218	-0.0594598868888885
		0.841463016641218	-0.100469809166665
LOC171391	171391	0.841463016641218	-0.051439497833333
CHODL	140578	0.841463016641218	-0.0904969085555556
		0.841474425790483	-0.0718399494444437
		0.841612283177287	-0.0351753372222219
C17orf105	284067	0.841612283177287	0.0550813046111114
PLEKHA2	59339	0.841626874845459	-0.0498495332222255
SPACA3	124912	0.84163108302505	-0.052314604277778
PRSS16	10279	0.841676466378119	-0.0535257534444433
		0.841677991065743	0.0645749611111093
FER1L4	80307	0.841693935538478	0.0775111993333342
RTBDN	83546	0.841716331707753	0.0900091172777779
		0.841745636798047	-0.0349766156666669
HTN3	3347	0.841745636798047	-0.0482922695555557
OR8D2	283160	0.841745636798047	0.0611152475555556
		0.841745636798047	0.0575363643888878
		0.841745636798047	-0.0602699220555563
		0.841751904812274	-0.0859486249444465
CDK17	5128	0.841751904812274	0.105935916055555
KBTBD12	166348	0.841751904812274	-0.0787547109999993
MAGEB4///MAGEB1	4115///4112	0.841751904812274	-0.0571354880555557
ARHGAP5	394	0.841751904812274	0.18939589572222
		0.841818044084009	-0.115445069444443
		0.841818044084009	-0.0895755825000006
		0.841818044084009	0.0829688398888901
PRPSAP1	5635	0.841818044084009	-0.0579600143333359
		0.841818044084009	-0.0491618076111107
